user_id,matched_user_id,action,timestamp
U008,U038,0,2025-01-18 03:00:00
U008,U057,1,2025-01-31 20:00:00
U008,U029,1,2025-01-22 21:00:00
U008,U053,1,2025-01-03 03:00:00
U008,U060,1,2025-01-17 08:00:00
U009,U095,0,2025-01-15 10:00:00
U009,U070,0,2025-01-08 14:00:00
U009,U006,1,2025-01-26 17:00:00
U009,U012,0,2025-01-22 17:00:00
U009,U085,1,2025-01-27 03:00:00
U009,U100,1,2025-01-26 02:00:00
U009,U088,0,2025-01-15 08:00:00
U009,U027,0,2025-01-09 23:00:00
U010,U035,0,2025-01-10 15:00:00
U010,U097,0,2025-01-08 12:00:00
U010,U074,0,2025-01-11 15:00:00
U010,U054,0,2025-01-28 22:00:00
U010,U066,0,2025-01-19 19:00:00
U010,U002,1,2025-01-06 00:00:00
U010,U034,1,2025-01-01 09:00:00
U010,U056,0,2025-01-01 12:00:00
U010,U059,1,2025-01-16 02:00:00
U011,U080,1,2025-01-21 10:00:00
U011,U055,0,2025-01-07 16:00:00
U011,U008,1,2025-01-07 01:00:00
U011,U024,0,2025-01-02 13:00:00
U011,U083,1,2025-01-11 01:00:00
U011,U091,1,2025-01-31 13:00:00
U012,U032,1,2025-01-20 00:00:00
U012,U080,1,2025-01-19 02:00:00
U012,U067,0,2025-01-31 21:00:00
U012,U065,1,2025-01-13 02:00:00
U012,U014,1,2025-01-26 08:00:00
U012,U059,1,2025-01-08 19:00:00
U012,U038,0,2025-01-23 09:00:00
U012,U048,0,2025-01-21 02:00:00
U013,U017,1,2025-01-26 13:00:00
U013,U066,0,2025-01-20 11:00:00
U013,U076,1,2025-01-16 12:00:00
U013,U041,0,2025-01-31 20:00:00
U013,U071,1,2025-01-03 23:00:00
U013,U056,0,2025-01-11 05:00:00
U013,U028,0,2025-01-19 06:00:00
U014,U007,0,2025-01-24 09:00:00
U014,U038,0,2025-01-21 19:00:00
U014,U039,1,2025-01-23 05:00:00
U014,U024,0,2025-01-28 13:00:00
U014,U063,0,2025-01-09 00:00:00
U014,U025,0,2025-01-28 15:00:00
U014,U054,0,2025-01-28 00:00:00
U014,U017,1,2025-01-07 17:00:00
U014,U076,0,2025-01-17 11:00:00
U015,U081,1,2025-01-17 15:00:00
U015,U024,1,2025-01-01 06:00:00
U015,U074,1,2025-01-01 18:00:00
U015,U009,1,2025-01-11 18:00:00
U015,U025,1,2025-01-21 01:00:00
U015,U043,1,2025-01-06 14:00:00
U016,U015,1,2025-01-24 17:00:00
U016,U090,1,2025-01-06 12:00:00
U016,U092,0,2025-01-28 00:00:00
U016,U074,1,2025-01-07 01:00:00
U016,U085,0,2025-01-11 05:00:00
U016,U039,0,2025-01-27 11:00:00
U017,U062,1,2025-01-11 23:00:00
U017,U051,1,2025-01-26 07:00:00
U017,U043,1,2025-01-14 11:00:00
U017,U092,0,2025-01-24 07:00:00
U017,U015,1,2025-01-19 21:00:00
U017,U064,1,2025-01-15 00:00:00
U017,U099,0,2025-01-13 14:00:00
U017,U011,0,2025-01-28 02:00:00
U018,U061,0,2025-01-23 15:00:00
U018,U026,0,2025-01-26 23:00:00
U018,U097,1,2025-01-08 14:00:00
U018,U058,0,2025-01-17 02:00:00
U018,U065,1,2025-01-01 23:00:00
U018,U020,0,2025-01-01 05:00:00
U018,U051,1,2025-01-27 18:00:00
U018,U060,0,2025-01-02 17:00:00
U018,U069,1,2025-01-04 06:00:00
U019,U030,0,2025-01-13 10:00:00
U019,U071,0,2025-01-16 00:00:00
U019,U021,0,2025-01-04 13:00:00
U019,U023,1,2025-01-19 12:00:00
U019,U058,1,2025-01-28 09:00:00
U019,U084,0,2025-01-13 22:00:00
U019,U056,1,2025-01-24 08:00:00
U019,U099,0,2025-01-17 11:00:00
U019,U078,0,2025-01-10 09:00:00
U019,U062,1,2025-01-10 20:00:00
U020,U097,1,2025-01-10 18:00:00
U020,U064,0,2025-01-14 09:00:00
U020,U023,1,2025-01-10 20:00:00
U020,U072,0,2025-01-29 22:00:00
U020,U043,0,2025-01-31 23:00:00
U020,U042,1,2025-01-19 00:00:00
U020,U070,0,2025-01-04 08:00:00
U020,U081,0,2025-01-17 02:00:00
U020,U094,1,2025-01-22 00:00:00
U021,U075,0,2025-01-20 02:00:00
U021,U040,1,2025-01-28 21:00:00
U021,U023,1,2025-01-27 14:00:00
U021,U058,0,2025-01-16 04:00:00
U021,U052,0,2025-01-31 16:00:00
U021,U082,0,2025-01-15 03:00:00
U021,U092,1,2025-01-02 21:00:00
U021,U004,0,2025-01-25 07:00:00
U021,U013,1,2025-01-30 01:00:00
U021,U057,1,2025-01-05 15:00:00
U022,U011,1,2025-01-17 11:00:00
U022,U025,0,2025-01-19 15:00:00
U022,U053,0,2025-01-24 05:00:00
U022,U093,1,2025-01-14 22:00:00
U022,U080,1,2025-01-21 01:00:00
U022,U076,1,2025-01-31 00:00:00
U022,U096,1,2025-01-15 06:00:00
U022,U063,1,2025-01-15 01:00:00
U022,U044,0,2025-01-25 03:00:00
U022,U005,1,2025-01-05 08:00:00
U023,U008,1,2025-01-12 00:00:00
U023,U099,0,2025-01-28 09:00:00
U023,U045,1,2025-01-28 17:00:00
U023,U020,1,2025-01-04 14:00:00
U023,U014,1,2025-01-20 08:00:00
U023,U084,1,2025-01-03 15:00:00
U023,U063,0,2025-01-17 07:00:00
U023,U019,1,2025-01-18 17:00:00
U023,U054,1,2025-01-17 07:00:00
U024,U019,0,2025-01-23 14:00:00
U024,U052,1,2025-01-19 04:00:00
U024,U084,1,2025-01-30 07:00:00
U024,U095,1,2025-01-29 11:00:00
U024,U043,0,2025-01-05 22:00:00
U024,U012,1,2025-01-18 16:00:00
U024,U023,1,2025-01-28 07:00:00
U025,U041,0,2025-01-18 03:00:00
U025,U021,1,2025-01-29 17:00:00
U025,U092,1,2025-01-19 14:00:00
U025,U064,0,2025-01-28 00:00:00
U025,U088,1,2025-01-19 02:00:00
U025,U076,0,2025-01-14 09:00:00
U025,U063,0,2025-01-01 03:00:00
U025,U072,1,2025-01-11 22:00:00
U025,U054,1,2025-01-18 16:00:00
U025,U095,0,2025-01-30 08:00:00
U026,U034,1,2025-01-21 08:00:00
U026,U046,1,2025-01-04 07:00:00
U026,U041,0,2025-01-12 19:00:00
U026,U049,0,2025-01-13 18:00:00
U026,U024,1,2025-01-21 16:00:00
U026,U090,1,2025-01-15 01:00:00
U026,U004,1,2025-01-14 09:00:00
U026,U033,0,2025-01-21 06:00:00
U026,U054,1,2025-01-15 11:00:00
U027,U038,0,2025-01-05 21:00:00
U027,U092,1,2025-01-17 08:00:00
U027,U006,1,2025-01-20 18:00:00
U027,U014,0,2025-01-19 04:00:00
U027,U043,0,2025-01-07 08:00:00
U027,U009,0,2025-01-08 16:00:00
U027,U059,1,2025-01-25 02:00:00
U027,U016,0,2025-01-26 16:00:00
U028,U072,0,2025-01-23 20:00:00
U028,U080,1,2025-01-06 15:00:00
U028,U007,0,2025-01-01 06:00:00
U028,U073,0,2025-01-14 23:00:00
U028,U054,1,2025-01-27 04:00:00
U028,U098,1,2025-01-18 09:00:00
U029,U098,0,2025-01-20 19:00:00
U029,U051,0,2025-01-22 04:00:00
U029,U083,0,2025-01-22 12:00:00
U029,U040,1,2025-01-19 12:00:00
U029,U028,0,2025-01-20 21:00:00
U029,U058,1,2025-01-05 21:00:00
U029,U047,1,2025-01-27 07:00:00
U029,U036,1,2025-01-08 02:00:00
U029,U020,1,2025-01-19 21:00:00
U030,U067,1,2025-01-25 08:00:00
U030,U008,1,2025-01-22 19:00:00
U030,U014,0,2025-01-16 20:00:00
U030,U028,1,2025-01-25 03:00:00
U030,U058,1,2025-01-24 07:00:00
U030,U045,1,2025-01-20 07:00:00
U030,U076,0,2025-01-13 20:00:00
U031,U068,1,2025-01-09 13:00:00
U031,U096,1,2025-01-24 01:00:00
U031,U012,0,2025-01-11 14:00:00
U031,U042,0,2025-01-22 20:00:00
U031,U088,1,2025-01-23 07:00:00
U031,U070,0,2025-01-27 03:00:00
U031,U093,1,2025-01-21 04:00:00
U031,U051,1,2025-01-06 22:00:00
U031,U073,0,2025-01-07 12:00:00
U031,U026,1,2025-01-20 09:00:00
U032,U089,1,2025-01-13 13:00:00
U032,U056,1,2025-01-07 10:00:00
U032,U087,0,2025-01-05 23:00:00
U032,U020,0,2025-01-25 23:00:00
U032,U053,1,2025-01-11 19:00:00
U032,U035,0,2025-01-11 16:00:00
U032,U004,0,2025-01-09 01:00:00
U032,U069,0,2025-01-13 08:00:00
U032,U098,0,2025-01-01 17:00:00
U033,U087,0,2025-01-27 15:00:00
U033,U048,1,2025-01-11 15:00:00
U033,U088,0,2025-01-15 15:00:00
U033,U051,1,2025-01-03 22:00:00
U033,U086,1,2025-01-25 08:00:00
U033,U058,0,2025-01-25 09:00:00
U033,U047,0,2025-01-23 21:00:00
U033,U020,0,2025-01-16 08:00:00
U033,U045,1,2025-01-18 15:00:00
U033,U009,0,2025-01-22 06:00:00
U034,U017,1,2025-01-25 18:00:00
U034,U073,1,2025-01-29 16:00:00
U034,U061,1,2025-01-14 18:00:00
U034,U077,0,2025-01-05 17:00:00
U034,U025,1,2025-01-23 08:00:00
U034,U039,1,2025-01-23 16:00:00
U034,U011,0,2025-01-18 14:00:00
U034,U012,0,2025-01-06 13:00:00
U034,U029,0,2025-01-29 01:00:00
U034,U036,1,2025-01-08 20:00:00
U035,U073,0,2025-01-18 03:00:00
U035,U047,1,2025-01-16 20:00:00
U035,U070,0,2025-01-11 12:00:00
U035,U027,1,2025-01-25 21:00:00
U035,U026,1,2025-01-11 04:00:00
U035,U049,1,2025-01-22 05:00:00
U036,U029,1,2025-01-21 22:00:00
U036,U097,1,2025-01-15 07:00:00
U036,U070,0,2025-01-06 07:00:00
U036,U011,1,2025-01-13 03:00:00
U036,U086,1,2025-01-09 02:00:00
U036,U044,0,2025-01-31 03:00:00
U036,U055,0,2025-01-16 00:00:00
U037,U058,0,2025-01-24 12:00:00
U037,U072,0,2025-01-05 14:00:00
U037,U056,0,2025-01-22 07:00:00
U037,U001,0,2025-01-29 03:00:00
U037,U046,0,2025-01-11 10:00:00
U037,U035,1,2025-01-14 06:00:00
U037,U011,1,2025-01-30 13:00:00
U038,U068,0,2025-01-09 12:00:00
U038,U054,1,2025-01-22 19:00:00
U038,U015,1,2025-01-20 07:00:00
U038,U067,1,2025-01-31 21:00:00
U038,U045,1,2025-01-17 05:00:00
U038,U091,1,2025-01-08 16:00:00
U038,U079,1,2025-01-13 11:00:00
U038,U011,0,2025-01-18 16:00:00
U039,U066,1,2025-01-04 10:00:00
U039,U031,1,2025-01-16 13:00:00
U039,U062,0,2025-01-12 02:00:00
U039,U015,0,2025-01-14 21:00:00
U039,U091,1,2025-01-15 01:00:00
U039,U081,0,2025-01-07 08:00:00
U039,U092,0,2025-01-02 12:00:00
U040,U065,1,2025-01-01 14:00:00
U040,U035,1,2025-01-11 03:00:00
U040,U061,1,2025-01-09 07:00:00
U040,U033,0,2025-01-28 05:00:00
U040,U044,0,2025-01-31 07:00:00
U040,U084,1,2025-01-05 03:00:00
U041,U081,1,2025-01-31 03:00:00
U041,U080,1,2025-01-27 07:00:00
U041,U043,1,2025-01-20 22:00:00
U041,U071,0,2025-01-20 12:00:00
U041,U083,1,2025-01-22 05:00:00
U041,U054,1,2025-01-11 04:00:00
U042,U052,1,2025-01-01 21:00:00
U042,U058,0,2025-01-10 03:00:00
U042,U060,0,2025-01-03 09:00:00
U042,U079,1,2025-01-21 01:00:00
U042,U078,1,2025-01-05 01:00:00
U042,U065,1,2025-01-01 09:00:00
U042,U013,1,2025-01-23 03:00:00
U042,U094,1,2025-01-07 09:00:00
U042,U004,1,2025-01-02 16:00:00
U043,U094,1,2025-01-09 20:00:00
U043,U099,1,2025-01-05 10:00:00
U043,U049,1,2025-01-03 07:00:00
U043,U022,0,2025-01-16 18:00:00
U043,U027,1,2025-01-17 20:00:00
U043,U071,1,2025-01-26 19:00:00
U043,U038,0,2025-01-13 18:00:00
U043,U054,0,2025-01-23 19:00:00
U043,U023,0,2025-01-16 13:00:00
U044,U093,1,2025-01-18 06:00:00
U044,U073,1,2025-01-17 22:00:00
U044,U010,1,2025-01-25 15:00:00
U044,U069,0,2025-01-28 16:00:00
U044,U086,0,2025-01-11 17:00:00
U044,U028,0,2025-01-03 08:00:00
U045,U058,0,2025-01-06 17:00:00
U045,U044,1,2025-01-23 21:00:00
U045,U057,1,2025-01-01 21:00:00
U045,U005,0,2025-01-08 17:00:00
U045,U073,1,2025-01-02 07:00:00
U045,U022,1,2025-01-03 01:00:00
U045,U068,0,2025-01-04 19:00:00
U045,U040,0,2025-01-04 08:00:00
U045,U094,0,2025-01-24 17:00:00
U046,U082,0,2025-01-19 08:00:00
U046,U044,1,2025-01-10 11:00:00
U046,U008,1,2025-01-23 05:00:00
U046,U002,0,2025-01-30 21:00:00
U046,U074,0,2025-01-15 16:00:00
U046,U064,1,2025-01-19 15:00:00
U046,U027,0,2025-01-12 03:00:00
U046,U059,1,2025-01-04 14:00:00
U046,U100,0,2025-01-29 13:00:00
U047,U071,1,2025-01-08 00:00:00
U047,U100,0,2025-01-27 13:00:00
U047,U057,1,2025-01-17 22:00:00
U047,U008,0,2025-01-10 10:00:00
U047,U027,0,2025-01-30 07:00:00
U047,U029,0,2025-01-02 04:00:00
U047,U017,0,2025-01-21 12:00:00
U047,U020,1,2025-01-16 05:00:00
U047,U013,0,2025-01-13 12:00:00
U047,U001,1,2025-01-23 05:00:00
U048,U064,1,2025-01-12 16:00:00
U048,U061,1,2025-01-12 08:00:00
U048,U022,1,2025-01-26 01:00:00
U048,U086,0,2025-01-03 14:00:00
U048,U016,1,2025-01-04 00:00:00
U048,U063,1,2025-01-31 08:00:00
U048,U044,0,2025-01-06 09:00:00
U048,U034,0,2025-01-07 11:00:00
U048,U046,1,2025-01-04 22:00:00
U048,U012,0,2025-01-04 12:00:00
U049,U057,1,2025-01-21 15:00:00
U049,U047,1,2025-01-24 12:00:00
U049,U099,0,2025-01-20 19:00:00
U049,U059,0,2025-01-12 20:00:00
U049,U027,1,2025-01-30 17:00:00
U049,U009,1,2025-01-04 09:00:00
U049,U072,1,2025-01-07 05:00:00
U049,U016,1,2025-01-15 08:00:00
U049,U067,1,2025-01-19 20:00:00
U049,U005,0,2025-01-28 03:00:00
U050,U024,1,2025-01-26 23:00:00
U050,U015,1,2025-01-15 08:00:00
U050,U061,0,2025-01-16 20:00:00
U050,U069,0,2025-01-09 22:00:00
U050,U053,0,2025-01-04 16:00:00
U050,U091,1,2025-01-02 16:00:00
U050,U066,1,2025-01-16 11:00:00
U050,U021,1,2025-01-20 09:00:00
U050,U027,0,2025-01-11 04:00:00
U050,U085,0,2025-01-23 22:00:00
U051,U039,1,2025-01-24 05:00:00
U051,U071,1,2025-01-10 07:00:00
U051,U020,1,2025-01-07 23:00:00
U051,U032,1,2025-01-11 16:00:00
U051,U059,1,2025-01-14 16:00:00
U051,U037,0,2025-01-17 06:00:00
U051,U001,0,2025-01-09 18:00:00
U052,U026,1,2025-01-28 12:00:00
U052,U037,1,2025-01-02 22:00:00
U052,U060,0,2025-01-16 14:00:00
U052,U046,0,2025-01-11 05:00:00
U052,U073,1,2025-01-02 04:00:00
U052,U095,1,2025-01-31 19:00:00
U052,U088,1,2025-01-27 00:00:00
U052,U023,0,2025-01-27 10:00:00
U052,U018,0,2025-01-24 21:00:00
U053,U097,0,2025-01-11 03:00:00
U053,U054,1,2025-01-01 06:00:00
U053,U076,0,2025-01-08 17:00:00
U053,U014,1,2025-01-09 13:00:00
U053,U019,1,2025-01-22 15:00:00
U053,U060,0,2025-01-11 04:00:00
U053,U048,1,2025-01-23 02:00:00
U053,U067,0,2025-01-01 06:00:00
U054,U038,1,2025-01-24 21:00:00
U054,U076,1,2025-01-19 09:00:00
U054,U091,0,2025-01-06 05:00:00
U054,U037,1,2025-01-16 09:00:00
U054,U044,1,2025-01-18 18:00:00
U054,U094,1,2025-01-06 04:00:00
U054,U023,0,2025-01-13 22:00:00
U054,U034,1,2025-01-27 01:00:00
U055,U069,1,2025-01-02 08:00:00
U055,U014,0,2025-01-14 12:00:00
U055,U045,0,2025-01-10 02:00:00
U055,U075,0,2025-01-25 00:00:00
U055,U019,0,2025-01-27 22:00:00
U055,U028,0,2025-01-11 07:00:00
U056,U032,1,2025-01-25 12:00:00
U056,U026,0,2025-01-09 16:00:00
U056,U079,1,2025-01-19 12:00:00
U056,U092,1,2025-01-04 08:00:00
U056,U074,0,2025-01-25 04:00:00
U056,U097,1,2025-01-11 04:00:00
U056,U022,0,2025-01-26 00:00:00
U056,U085,1,2025-01-01 11:00:00
U056,U054,1,2025-01-02 19:00:00
U057,U052,1,2025-01-04 22:00:00
U057,U030,0,2025-01-23 01:00:00
U057,U022,0,2025-01-26 00:00:00
U057,U014,1,2025-01-24 23:00:00
U057,U064,0,2025-01-07 03:00:00
U057,U081,1,2025-01-07 22:00:00
U057,U061,1,2025-01-24 08:00:00
U057,U055,0,2025-01-26 19:00:00
U057,U065,1,2025-01-19 14:00:00
U057,U020,0,2025-01-16 20:00:00
U058,U050,0,2025-01-19 19:00:00
U058,U018,0,2025-01-07 20:00:00
U058,U008,1,2025-01-27 10:00:00
U058,U097,1,2025-01-11 14:00:00
U058,U040,1,2025-01-04 23:00:00
U058,U052,1,2025-01-04 14:00:00
U059,U058,0,2025-01-08 05:00:00
U059,U025,1,2025-01-19 21:00:00
U059,U021,0,2025-01-09 13:00:00
U059,U089,0,2025-01-29 22:00:00
U059,U086,1,2025-01-18 03:00:00
U059,U081,0,2025-01-15 08:00:00
U059,U037,0,2025-01-18 09:00:00
U059,U003,1,2025-01-31 06:00:00
U059,U030,1,2025-01-23 14:00:00
U059,U090,1,2025-01-29 03:00:00
U060,U042,0,2025-01-23 20:00:00
U060,U015,0,2025-01-01 21:00:00
U060,U090,1,2025-01-24 10:00:00
U060,U040,1,2025-01-18 06:00:00
U060,U092,1,2025-01-08 10:00:00
U060,U021,0,2025-01-17 02:00:00
U060,U079,1,2025-01-17 15:00:00
U060,U057,0,2025-01-01 04:00:00
U061,U041,1,2025-01-31 07:00:00
U061,U030,0,2025-01-11 03:00:00
U061,U077,1,2025-01-21 04:00:00
U061,U048,0,2025-01-31 20:00:00
U061,U033,1,2025-01-04 21:00:00
U061,U055,1,2025-01-24 20:00:00
U061,U090,0,2025-01-07 07:00:00
U062,U066,0,2025-01-12 18:00:00
U062,U058,1,2025-01-17 04:00:00
U062,U036,0,2025-01-23 09:00:00
U062,U040,1,2025-01-29 22:00:00
U062,U100,0,2025-01-04 04:00:00
U062,U069,0,2025-01-24 06:00:00
U062,U021,1,2025-01-23 01:00:00
U063,U075,0,2025-01-09 15:00:00
U063,U044,1,2025-01-10 12:00:00
U063,U074,1,2025-01-15 18:00:00
U063,U010,1,2025-01-12 18:00:00
U063,U016,0,2025-01-09 19:00:00
U063,U047,1,2025-01-25 10:00:00
U063,U052,1,2025-01-23 14:00:00
U064,U017,1,2025-01-14 16:00:00
U064,U089,1,2025-01-16 14:00:00
U064,U070,0,2025-01-05 11:00:00
U064,U061,0,2025-01-03 02:00:00
U064,U047,0,2025-01-16 20:00:00
U064,U085,0,2025-01-29 23:00:00
U064,U069,0,2025-01-05 23:00:00
U065,U066,0,2025-01-22 18:00:00
U065,U040,0,2025-01-06 14:00:00
U065,U078,0,2025-01-21 13:00:00
U065,U090,0,2025-01-24 22:00:00
U065,U064,0,2025-01-01 18:00:00
U065,U020,0,2025-01-07 02:00:00
U066,U095,0,2025-01-17 04:00:00
U066,U010,0,2025-01-14 08:00:00
U066,U038,1,2025-01-19 20:00:00
U066,U053,0,2025-01-30 10:00:00
U066,U064,1,2025-01-30 08:00:00
U066,U069,0,2025-01-05 11:00:00
U067,U016,1,2025-01-24 01:00:00
U067,U044,0,2025-01-20 20:00:00
U067,U013,1,2025-01-11 10:00:00
U067,U022,1,2025-01-27 07:00:00
U067,U006,1,2025-01-05 21:00:00
U067,U012,1,2025-01-26 01:00:00
U068,U095,1,2025-01-31 01:00:00
U068,U009,0,2025-01-09 19:00:00
U068,U008,0,2025-01-29 23:00:00
U068,U080,1,2025-01-23 21:00:00
U068,U074,0,2025-01-09 16:00:00
U068,U073,0,2025-01-17 22:00:00
U069,U054,0,2025-01-03 20:00:00
U069,U027,1,2025-01-04 00:00:00
U069,U031,0,2025-01-01 16:00:00
U069,U100,1,2025-01-16 23:00:00
U069,U040,1,2025-01-21 04:00:00
U069,U039,0,2025-01-10 23:00:00
U069,U020,0,2025-01-02 01:00:00
U069,U049,0,2025-01-23 07:00:00
U069,U008,0,2025-01-11 16:00:00
U070,U015,0,2025-01-23 09:00:00
U070,U034,1,2025-01-02 15:00:00
U070,U066,1,2025-01-21 19:00:00
U070,U014,1,2025-01-12 22:00:00
U070,U027,0,2025-01-15 09:00:00
U070,U005,1,2025-01-04 13:00:00
U070,U058,0,2025-01-06 22:00:00
U070,U086,0,2025-01-25 23:00:00
U070,U054,0,2025-01-03 05:00:00
U070,U035,0,2025-01-11 22:00:00
U071,U048,0,2025-01-23 00:00:00
U071,U052,0,2025-01-15 22:00:00
U071,U085,1,2025-01-04 23:00:00
U071,U055,1,2025-01-25 22:00:00
U071,U072,1,2025-01-01 09:00:00
U071,U057,1,2025-01-29 23:00:00
U071,U084,0,2025-01-28 14:00:00
U071,U008,1,2025-01-31 12:00:00
U071,U001,0,2025-01-29 18:00:00
U071,U095,1,2025-01-30 02:00:00
U072,U032,1,2025-01-31 08:00:00
U072,U079,0,2025-01-10 10:00:00
U072,U009,1,2025-01-04 07:00:00
U072,U083,0,2025-01-06 20:00:00
U072,U025,1,2025-01-23 19:00:00
U072,U043,0,2025-01-11 15:00:00
U072,U003,1,2025-01-25 03:00:00
U073,U075,0,2025-01-13 00:00:00
U073,U077,1,2025-01-09 05:00:00
U073,U081,0,2025-01-20 09:00:00
U073,U056,0,2025-01-19 08:00:00
U073,U019,1,2025-01-05 06:00:00
U073,U089,1,2025-01-10 13:00:00
U073,U021,0,2025-01-20 13:00:00
U073,U011,1,2025-01-28 02:00:00
U073,U001,1,2025-01-02 23:00:00
U074,U057,0,2025-01-06 12:00:00
U074,U061,0,2025-01-19 21:00:00
U074,U073,1,2025-01-09 08:00:00
U074,U025,1,2025-01-20 05:00:00
U074,U054,1,2025-01-22 10:00:00
U074,U005,1,2025-01-20 04:00:00
U074,U020,0,2025-01-09 15:00:00
U074,U095,0,2025-01-13 23:00:00
U074,U012,1,2025-01-18 01:00:00
U074,U076,1,2025-01-22 22:00:00
U075,U014,0,2025-01-28 07:00:00
U075,U062,1,2025-01-30 04:00:00
U075,U035,0,2025-01-10 04:00:00
U075,U039,1,2025-01-21 06:00:00
U075,U037,0,2025-01-11 23:00:00
U075,U054,1,2025-01-12 05:00:00
U075,U043,0,2025-01-22 13:00:00
U075,U042,1,2025-01-05 18:00:00
U075,U087,0,2025-01-25 04:00:00
U075,U022,0,2025-01-18 17:00:00
U076,U073,1,2025-01-23 05:00:00
U076,U098,1,2025-01-05 23:00:00
U076,U046,1,2025-01-15 20:00:00
U076,U026,1,2025-01-22 10:00:00
U076,U072,0,2025-01-11 15:00:00
U076,U042,1,2025-01-20 08:00:00
U077,U040,1,2025-01-23 22:00:00
U077,U054,0,2025-01-28 00:00:00
U077,U041,0,2025-01-21 00:00:00
U077,U049,0,2025-01-14 18:00:00
U077,U093,0,2025-01-06 22:00:00
U077,U016,1,2025-01-24 01:00:00
U077,U057,1,2025-01-18 06:00:00
U077,U036,0,2025-01-13 11:00:00
U078,U034,1,2025-01-31 15:00:00
U078,U028,1,2025-01-06 03:00:00
U078,U041,0,2025-01-12 03:00:00
U078,U092,0,2025-01-21 16:00:00
U078,U015,1,2025-01-10 05:00:00
U078,U067,0,2025-01-24 07:00:00
U078,U031,1,2025-01-14 10:00:00
U078,U011,1,2025-01-10 23:00:00
U078,U094,1,2025-01-24 11:00:00
U079,U100,1,2025-01-14 00:00:00
U079,U014,1,2025-01-20 07:00:00
U079,U081,0,2025-01-28 18:00:00
U079,U068,0,2025-01-21 05:00:00
U079,U026,0,2025-01-26 20:00:00
U079,U024,1,2025-01-28 17:00:00
U079,U015,1,2025-01-23 14:00:00
U079,U021,1,2025-01-29 07:00:00
U079,U045,1,2025-01-12 21:00:00
U079,U097,0,2025-01-15 06:00:00
U080,U079,1,2025-01-27 09:00:00
U080,U091,1,2025-01-26 05:00:00
U080,U046,0,2025-01-19 06:00:00
U080,U015,0,2025-01-11 18:00:00
U080,U086,1,2025-01-30 17:00:00
U080,U065,0,2025-01-22 14:00:00
U080,U030,1,2025-01-22 21:00:00
U080,U041,1,2025-01-16 17:00:00
U080,U088,1,2025-01-27 07:00:00
U080,U063,1,2025-01-18 04:00:00
U081,U062,0,2025-01-17 15:00:00
U081,U021,0,2025-01-21 04:00:00
U081,U056,1,2025-01-13 01:00:00
U081,U063,0,2025-01-03 10:00:00
U081,U053,1,2025-01-31 17:00:00
U081,U027,1,2025-01-12 07:00:00
U081,U038,0,2025-01-24 03:00:00
U081,U009,1,2025-01-10 14:00:00
U081,U031,1,2025-01-25 20:00:00
U082,U046,1,2025-01-20 00:00:00
U082,U056,1,2025-01-02 23:00:00
U082,U078,1,2025-01-10 22:00:00
U082,U028,1,2025-01-30 02:00:00
